x,y
0.0,1.700803105613815
0.0,1.6841698390807487
0.0,1.6675365725476823
0.0,1.6509033060146168
0.0,1.6342700394815504
0.0,1.617636772948484
0.0,1.6010035064154184
0.0,1.584370239882352
0.0,1.5677369733492856
0.0,1.5511037068162192
0.0,1.5344704402831537
0.0,1.5178371737500873
0.0,1.501203907217021
0.0,1.4845706406839554
0.0,1.467937374150889
0.0,1.4513041076178226
0.0,1.434670841084757
0.0,1.4180375745516907
0.0,1.4014043080186243
0.0,1.3847710414855579
0.0,1.3681377749524923
0.0,1.351504508419426
0.0,1.3348712418863595
0.0,1.318237975353294
0.0,1.3016047088202276
0.0,1.2849714422871612
0.0,1.2683381757540957
0.0,1.2517049092210293
0.0,1.2350716426879629
0.0,1.2184383761548974
0.0,1.201805109621831
0.0,1.1851718430887646
0.0,1.1685385765556981
0.0,1.1519053100226326
0.0,1.1352720434895662
0.0,1.1186387769564994
0.0,1.1020055104234348
0.0,1.0853722438903683
0.0,1.068738977357302
0.0,1.0521057108242355
0.0,1.0354724442911691
0.0,1.0188391777581027
0.0,1.0022059112250363
0.0,0.9855726446919717
0.0,0.9689393781589053
0.0,0.9523061116258389
0.0,0.9356728450927725
0.0,0.9190395785597061
0.0,0.9024063120266397
0.0,0.885773045493575
0.0,0.8691397789605086
0.0,0.8525065124274422
0.0,0.8358732458943758
0.0,0.8192399793613094
0.0,0.802606712828243
0.0,0.7859734462951766
0.0,0.769340179762112
0.0,0.7527069132290456
0.0,0.7360736466959792
0.0,0.7194403801629128
0.0,0.7028071136298464
0.0,0.68617384709678
0.0,0.6695405805637153
0.0,0.6529073140306489
0.0,0.6362740474975825
0.0,0.6196407809645161
0.0,0.6030075144314497
0.0,0.5863742478983833
0.0,0.5697409813653169
0.0,0.5531077148322523
0.0,0.5364744482991859
0.0,0.5198411817661195
0.0,0.5032079152330531
0.0,0.48657464869998623
0.0,0.46994138216691983
0.0,0.4533081156338552
0.0,0.4366748491007888
0.0,0.4200415825677224
0.0,0.403408316034656
0.0,0.3867750495015896
0.0,0.3701417829685232
0.0,0.3535085164354568
0.0,0.33687524990239215
0.0,0.32024198336932574
0.0,0.30360871683625934
0.0,0.28697545030319294
0.0,0.27034218377012653
0.0,0.2537089172370601
0.0,0.23707565070399372
0.0,0.2204423841709291
0.0,0.2038091176378627
0.0,0.1871758511047963
0.0,0.17054258457172988
0.0,0.15390931803866348
0.0,0.13727605150559707
0.0,0.12064278497253245
0.0,0.10400951843946604
0.0,0.08737625190639964
0.0,0.07074298537333323
0.0,0.05410971884026683
0.0,0.037476452307200425
0.0,0.02084318577413402
0.0,0.004209919241069393
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
